date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:25	110/110	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_75_e6e6e6_1x400.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_75_e6e6e6_1x400.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:25	111/111	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_75_dadada_1x400.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:26	105/105	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_65_ffffff_1x400.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:26	120/120	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_55_fbf9ee_1x400.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:30	119/119	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_glass_95_fef1ec_1x400.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:30	4369/4369	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_222222_256x240.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:30	4369/4369	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_888888_256x240.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:31	4369/4369	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_454545_256x240.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:31	4369/4369	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_2e83ff_256x240.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:32	4369/4369	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-icons_cd0a0a_256x240.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:32	180/180	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ui-bg_flat_0_aaaaaa_40x100.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery-ui-1.8.21.custom.css)
09:22:32	559/559	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/chosen-sprite.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/chosen-sprite.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/chosen.css)
09:22:33	143/143	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/bg-input-focus.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/bg-input-focus.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/uniform.default.css)
09:22:33	34229/34229	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/sprite.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/sprite.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/uniform.default.css)
09:22:34	143/143	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/bg-input.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/bg-input.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/uniform.default.css)
09:22:35	68/68	---M--	200	added ('OK')	image/gif	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/toolbar.gif	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/toolbar.gif	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.cleditor.css)
09:22:35	3064/3064	---M--	200	added ('OK')	image/gif	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/buttons.gif	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/buttons.gif	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.cleditor.css)
09:22:38	329/329	---M--	200	added ('OK')	image/gif	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/crop.gif	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/crop.gif	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:39	1727/1727	---M--	200	added ('OK')	image/gif	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/progress.gif	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/progress.gif	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:39	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:36%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/logo.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/logo.5c.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:40	17160/17160	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/toolbar.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/toolbar.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:40	312/312	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/arrows-normal.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/arrows-normal.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:42	7365/7365	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/icons-small.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/icons-small.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:42	1849/1849	---M--	200	added ('OK')	image/gif	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/spinner-mini.gif	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/spinner-mini.gif	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:42	35425/35425	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/icons-big.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/icons-big.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:42	201/201	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/arrows-active.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/arrows-active.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:42	16515/16515	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/dialogs.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/dialogs.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:43	101/101	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/resize.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/resize.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:43	78/78	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/quicklook-bg.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/quicklook-bg.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:44	2647/2647	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/quicklook-icons.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/quicklook-icons.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/elfinder.min.css)
09:22:44	2496/2496	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/on-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/on-63584.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:44	2577/2577	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/off-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/off-63584.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:45	324/324	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_left-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_left-63584.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:45	321/321	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_right-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_right-63584.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:46	260/260	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_center-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/iphone-style-checkboxes/slider_center-63584.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:46	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:44%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/on-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/on-63584.6c.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:51	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:48%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/off-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/off-63584.6d.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:54	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:51%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_left-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_left-63584.6e.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:55	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:52%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_right-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_right-63584.6f.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:58	611/611	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202017%2003:52:55%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_center-63584.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/ios-style-checkboxes/slider_center-63584.70.delayed	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.iphone.toggle.css)
09:22:58	2960/2960	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/uploadify-cancel.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/uploadify-cancel.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/uploadify.css)
09:22:59	264/264	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/close-button-white.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/close-button-white.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.gritter.css)
09:22:59	494/494	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/close-button.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/close-button.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/jquery.gritter.css)
09:23:01	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22622236d-6333-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/font-awesome.min.css)
09:23:03	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22622236c-6333-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-0.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-0.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/font-awesome.min.css)
09:23:04	29380/29380	---M--	200	added ('OK')	application/x-font-woff	etag:%22622236f-72c4-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.woff	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.woff	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/font-awesome.min.css)
09:23:09	55096/55096	---M--	200	added ('OK')	application/x-font-ttf	etag:%22622236e-d738-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.ttf	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/fontawesome-webfont-62877.ttf	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/font-awesome.min.css)
09:23:20	90916/90916	---M--	200	added ('OK')	application/x-font-woff	etag:%226222374-16324-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.woff	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.woff	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:24	257772/257772	---M--	200	added ('OK')	image/svg+xml	etag:%226222372-3eeec-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:26	146026/146026	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226222371-23a6a-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:29	146026/146026	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226222370-23a6a-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular-0.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular-0.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:29	325320/325320	---M--	200	added ('OK')	image/svg+xml	etag:%2262223a7-4f6c8-50d5007258f00%22	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:34	339812/339812	---M--	200	added ('OK')	image/svg+xml	etag:%2262223a5-52f64-50d5007258f00%22	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons-white.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons-white.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:35	145672/145672	---M--	200	added ('OK')	application/x-font-ttf	etag:%226222373-23908-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.ttf	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphicons-regular.ttf	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:40	33358/33358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226222376-824e-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:41	33358/33358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226222375-824e-50d5006e88600%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular-0.eot	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular-0.eot	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:44	18944/18944	---M--	200	added ('OK')	application/x-font-woff	etag:%226222379-4a00-50d5006e88600%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.woff	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.woff	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:46	32896/32896	---M--	200	added ('OK')	application/x-font-ttf	etag:%226222378-8080-50d5006e88600%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.ttf	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.ttf	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:48	51353/51353	---M--	200	added ('OK')	image/svg+xml	etag:%226222377-c899-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/font/glyphiconshalflings-regular.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:49	68324/68324	---M--	200	added ('OK')	image/svg+xml	etag:%2262223ab-10ae4-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:51	67304/67304	---M--	200	added ('OK')	image/svg+xml	etag:%2262223a9-106e8-50d5007070a80%22	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings-white.svg	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings-white.svg	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:53	173275/173275	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:54	23254/23254	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
09:23:55	147941/147941	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons-white.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons-white.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/glyphicons.css)
09:23:55	18321/18321	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Aug%202009%2000:00:00%20GMT	http://www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings-white.png	C:/My%20Web%20Sites/ak/aks/www.viaviweb.in/Apps/cricket_world_cup/img/glyphicons_halflings-white.png	(from http://www.viaviweb.in/Apps/cricket_world_cup/css/halflings.css)
